Edad,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AvgMonthSpend,BikeBuyerText,,
25,Partial High School,Skilled Manual,M,S,0,1,0,0,59235,51.7,YES,,
53,Bachelors,Professional,M,M,1,2,1,2,133708,54.51,YES,,
61,Graduate Degree,Professional,F,M,1,2,2,2,130378,52.08,YES,,
43,Partial High School,Skilled Manual,F,S,1,2,0,0,58436,51.67,YES,,
36,Partial College,Skilled Manual,F,S,0,0,0,0,52643,48.86,NO,,
49,Partial College,Skilled Manual,M,M,1,2,1,2,54000,48.99,YES,,
18,High School,Skilled Manual,M,S,0,1,0,0,59092,47.98,NO,,
33,Partial College,Clerical,F,M,1,1,1,2,77791,50.92,YES,,
26,Graduate Degree,Professional,M,S,1,2,0,0,138486,55.78,YES,,
25,Partial High School,Manual,M,S,0,0,0,0,26581,48.22,NO,,
40,Partial College,Management,F,M,1,2,1,2,109039,55.26,YES,,
19,High School,Skilled Manual,M,M,0,1,0,0,61900,48.97,NO,,
31,Bachelors,Skilled Manual,M,M,1,1,1,2,56740,48.07,NO,,
44,Partial High School,Manual,F,S,1,0,0,0,31752,48.86,NO,,
33,Bachelors,Skilled Manual,F,S,0,1,0,0,56425,48.46,NO,,
19,Partial College,Manual,F,S,0,0,0,0,35356,46.72,YES,,
22,Partial College,Skilled Manual,M,M,0,2,0,0,57575,48.16,YES,,
27,Bachelors,Manual,M,S,0,1,0,0,27044,44.63,NO,,
37,Graduate Degree,Management,M,M,1,1,1,2,110314,62.83,YES,,
22,Bachelors,Skilled Manual,F,S,0,2,0,0,62050,52.02,NO,,
52,Partial College,Manual,F,S,1,0,1,1,32377,48.09,YES,,
30,Graduate Degree,Professional,F,M,1,2,0,0,136931,52.02,NO,,
27,Graduate Degree,Skilled Manual,F,M,0,1,2,2,59490,52.32,YES,,
44,High School,Skilled Manual,F,M,1,2,1,2,58373,50.8,YES,,
31,Partial College,Skilled Manual,F,M,1,1,1,2,53947,52.11,YES,,
34,Partial High School,Manual,F,S,0,1,0,0,31980,49.5,NO,,
47,High School,Clerical,M,M,1,1,0,2,76970,55.76,NO,,
24,Partial College,Manual,M,S,0,1,0,0,28029,47.39,NO,,
29,Graduate Degree,Skilled Manual,F,M,0,2,1,1,52331,50.7,YES,,
35,Bachelors,Clerical,F,M,1,2,1,2,86001,51.97,YES,,
59,Bachelors,Skilled Manual,M,M,1,1,2,2,60242,49.22,YES,,
30,Partial College,Clerical,M,S,0,2,0,0,82398,49.64,YES,,
30,Partial College,Skilled Manual,M,S,0,1,0,0,53000,48.5,NO,,
50,Partial College,Management,M,S,1,1,1,1,103368,52.34,YES,,
63,Graduate Degree,Clerical,F,S,1,1,0,1,79020,54.54,NO,,
30,Bachelors,Skilled Manual,F,S,0,1,0,0,56749,48.87,NO,,
21,High School,Manual,F,S,0,1,0,0,31128,47.63,NO,,
19,High School,Skilled Manual,F,S,0,1,0,0,51896,48.9,NO,,
31,Bachelors,Management,M,M,1,0,0,2,112154,59.13,YES,,
23,Partial College,Manual,F,S,0,1,0,0,32556,49.54,NO,,
36,Graduate Degree,Skilled Manual,M,S,0,0,0,0,62128,56.31,YES,,
25,Graduate Degree,Professional,M,M,1,2,0,0,137421,53.16,NO,,
24,Partial College,Skilled Manual,F,S,0,1,0,0,61350,53.44,NO,,
37,Graduate Degree,Professional,F,S,1,1,0,0,132837,54.23,NO,,
41,Partial College,Skilled Manual,M,M,1,2,1,2,54676,50.91,YES,,
57,Bachelors,Manual,F,S,1,1,1,1,26861,49.62,NO,,
36,Bachelors,Professional,F,S,1,2,0,0,136313,56.58,YES,,
17,Partial High School,Manual,M,S,0,1,0,0,35122,50.92,NO,,
28,Bachelors,Management,M,M,1,3,1,1,106221,51.95,YES,,
49,Partial College,Manual,M,S,1,1,0,1,28905,49.73,NO,,
41,High School,Clerical,F,S,1,2,0,0,76414,51.61,YES,,
39,Bachelors,Management,M,M,1,2,2,2,109950,54.68,YES,,
40,High School,Skilled Manual,M,S,1,1,0,0,56916,52.82,YES,,
21,Bachelors,Clerical,F,S,0,3,0,0,76365,51.25,YES,,
48,High School,Skilled Manual,M,M,1,2,0,2,51327,57.11,NO,,
36,Partial College,Clerical,F,M,1,1,0,2,79349,50.51,NO,,
44,Partial High School,Manual,M,M,1,0,2,2,28780,52.03,NO,,
23,High School,Manual,M,M,0,0,0,0,26056,44.62,NO,,
35,Bachelors,Management,F,M,1,1,1,1,105188,53.15,YES,,
27,Bachelors,Manual,F,M,0,0,0,2,25605,44.92,NO,,
37,Partial College,Skilled Manual,F,M,1,2,0,1,54611,48.78,NO,,
25,Partial High School,Skilled Manual,F,M,0,1,1,1,55323,51.77,YES,,
28,Graduate Degree,Management,F,M,1,0,0,1,101851,50.22,YES,,
52,Bachelors,Clerical,F,M,1,1,2,2,77698,51.12,YES,,
30,Bachelors,Clerical,M,M,1,2,1,1,85688,53.74,YES,,
33,Partial College,Manual,M,M,0,1,1,2,26266,51.14,NO,,
46,Partial College,Management,F,M,1,1,1,1,106635,52.06,YES,,
53,Graduate Degree,Professional,M,M,1,3,2,2,131080,54.78,YES,,
31,Bachelors,Skilled Manual,M,M,1,1,0,1,54223,50.91,NO,,
42,High School,Skilled Manual,F,M,1,1,1,2,61961,53.1,YES,,
41,High School,Skilled Manual,F,S,1,1,0,0,60740,50.38,NO,,
21,High School,Clerical,F,S,0,2,0,0,86839,51.25,NO,,
45,Partial College,Management,F,S,1,1,0,0,102553,53.89,NO,,
49,High School,Skilled Manual,M,M,1,1,1,2,51219,51.75,NO,,
49,High School,Skilled Manual,M,M,1,0,0,2,62068,57.22,YES,,
34,Partial College,Clerical,M,S,1,1,0,0,81149,54.99,NO,,
41,High School,Skilled Manual,M,S,1,1,0,0,51772,57.28,NO,,
43,Partial High School,Manual,F,M,1,1,0,2,36462,45.76,NO,,
52,Bachelors,Skilled Manual,F,M,1,0,0,2,58739,49.21,YES,,
42,High School,Skilled Manual,M,S,1,2,0,0,60016,54.3,YES,,
59,Graduate Degree,Clerical,F,M,1,1,1,2,77127,50.31,NO,,
30,Bachelors,Management,F,S,1,2,0,0,107516,52.67,YES,,
30,Bachelors,Skilled Manual,M,M,1,1,0,1,53474,48.32,NO,,
37,Partial College,Clerical,F,S,1,0,0,0,84197,52.25,NO,,
43,Partial High School,Skilled Manual,M,S,1,1,0,0,61669,57.54,YES,,
38,Partial College,Manual,F,M,1,0,1,2,27783,45.37,NO,,
48,Partial High School,Manual,M,M,1,1,2,2,36229,49.29,NO,,
42,Partial College,Skilled Manual,M,S,1,1,0,0,61378,58.99,NO,,
35,Partial College,Skilled Manual,F,M,1,1,1,1,51332,48.53,YES,,
53,Bachelors,Skilled Manual,M,M,1,2,0,3,62150,48.14,NO,,
49,Partial High School,Manual,M,M,1,0,1,2,36209,46.59,NO,,
43,Graduate Degree,Clerical,F,M,1,1,0,2,78031,49.56,NO,,
53,Partial College,Skilled Manual,F,S,1,1,0,1,52418,51.99,NO,,
49,High School,Manual,F,M,1,0,2,2,30789,46.49,YES,,
41,High School,Clerical,F,S,1,2,0,0,80465,51.92,YES,,
28,Graduate Degree,Professional,M,M,1,2,0,0,138059,53.35,NO,,
37,Bachelors,Professional,F,M,1,1,1,2,133118,52.77,YES,,
46,Partial College,Skilled Manual,F,S,1,1,0,0,53471,50.45,NO,,
41,Partial High School,Skilled Manual,F,M,1,1,1,2,57078,50.65,YES,,
27,High School,Clerical,F,S,0,1,0,0,84042,52.72,NO,,
30,Graduate Degree,Management,M,S,1,2,0,0,112251,51.28,YES,,
27,Graduate Degree,Professional,F,M,1,2,0,0,132036,52.18,YES,,
33,Partial College,Clerical,M,M,1,3,0,1,78881,53.18,NO,,
20,High School,Manual,F,S,0,0,0,0,34423,50.08,YES,,
21,Graduate Degree,Clerical,M,S,0,0,0,0,80942,51.68,NO,,
43,Partial High School,Skilled Manual,M,M,1,1,1,2,53833,51.38,YES,,
34,Bachelors,Clerical,F,M,1,1,0,1,81294,50.53,NO,,
33,Bachelors,Manual,M,M,0,1,0,1,34771,47.57,NO,,
36,Graduate Degree,Professional,M,M,1,2,2,2,130313,56.8,YES,,
23,Partial College,Skilled Manual,M,S,0,2,0,0,53837,50.1,YES,,
26,High School,Skilled Manual,M,M,0,1,1,1,56503,48.44,YES,,
31,Graduate Degree,Manual,M,M,0,0,1,1,32581,47.71,YES,,
31,Bachelors,Management,M,S,1,2,0,0,102978,53.04,YES,,
32,Partial College,Management,M,S,1,2,0,0,105329,53.83,YES,,
32,Bachelors,Professional,F,M,1,2,0,0,134135,52.61,YES,,
38,Graduate Degree,Clerical,M,M,1,1,1,1,77926,56.43,YES,,
49,Partial High School,Manual,F,M,1,1,1,2,30560,45.71,NO,,
28,Graduate Degree,Professional,M,M,1,2,0,0,135085,51.72,YES,,
26,Graduate Degree,Clerical,M,M,1,0,1,2,86448,52.83,YES,,
28,High School,Skilled Manual,M,M,0,0,0,1,58363,49.19,YES,,
25,Graduate Degree,Management,M,S,0,2,0,0,106722,55.4,YES,,
26,Graduate Degree,Professional,M,S,1,2,0,0,137953,54.5,NO,,
49,Partial College,Skilled Manual,F,M,1,0,0,2,55619,48.39,YES,,
60,Partial College,Manual,M,M,1,1,1,2,32992,49.03,YES,,
23,Partial College,Clerical,M,S,0,2,0,0,80114,50.83,YES,,
42,Partial College,Clerical,M,S,1,1,0,0,82352,58.02,NO,,
33,Bachelors,Manual,F,S,0,1,0,0,28547,47.18,NO,,
48,Bachelors,Clerical,M,M,1,1,1,2,82999,54.33,YES,,
34,Bachelors,Clerical,M,M,1,1,1,1,79802,59.16,YES,,
63,Graduate Degree,Skilled Manual,F,S,1,2,0,1,61050,50.72,NO,,
33,Partial College,Clerical,F,M,1,1,0,1,86943,49.5,NO,,
40,Partial College,Manual,M,M,1,1,1,2,32698,49.23,NO,,
49,High School,Skilled Manual,M,M,1,2,1,2,56509,56.93,YES,,
47,High School,Clerical,M,M,1,2,0,2,83720,58.74,YES,,
54,Bachelors,Management,F,S,1,2,1,1,102314,51.01,YES,,
45,Partial College,Clerical,F,S,1,2,0,0,80828,53.48,YES,,
30,Bachelors,Professional,F,M,1,1,0,2,134849,52.74,NO,,
35,Partial College,Skilled Manual,F,S,0,0,0,0,59290,50.55,YES,,
20,High School,Skilled Manual,F,S,0,1,0,0,52769,51.36,NO,,
43,Partial High School,Skilled Manual,M,M,1,0,1,2,56972,53.59,YES,,
47,Partial College,Clerical,F,M,1,0,1,2,87346,50.66,YES,,
37,Partial College,Clerical,F,S,1,2,0,0,84361,50.15,NO,,
22,Partial College,Clerical,F,M,0,1,0,0,84657,50.4,NO,,
33,Bachelors,Skilled Manual,M,M,1,2,1,2,52697,60.18,YES,,
36,Partial College,Clerical,F,S,1,2,0,0,81677,52.3,NO,,
25,High School,Skilled Manual,M,M,0,2,1,1,60246,50.46,YES,,
44,Partial College,Manual,F,M,1,0,2,2,32220,46.44,YES,,
51,High School,Clerical,M,M,1,2,0,2,77324,49.7,NO,,
20,High School,Skilled Manual,F,S,0,0,0,0,58239,51.1,NO,,
21,High School,Manual,M,M,0,0,0,0,26979,45.22,NO,,
25,Partial High School,Skilled Manual,M,M,0,2,0,1,52635,47.66,NO,,
29,High School,Skilled Manual,F,S,0,2,0,0,61598,48.98,YES,,
22,Partial College,Manual,F,S,0,1,0,0,30137,45.95,NO,,
37,Partial College,Skilled Manual,M,M,1,2,0,1,54074,49.53,YES,,
32,Bachelors,Skilled Manual,F,S,0,1,0,0,61809,52.94,NO,,
37,Partial College,Clerical,F,M,1,1,1,1,82632,51.87,YES,,
41,High School,Clerical,F,M,1,1,1,1,83263,50.81,YES,,
30,Partial College,Manual,F,S,0,1,0,0,34019,47.38,NO,,
36,High School,Clerical,F,M,1,1,1,1,83401,53.39,YES,,
27,Graduate Degree,Management,F,S,0,2,0,0,112576,54.23,YES,,
30,Partial High School,Manual,F,S,0,0,0,0,31261,50.36,NO,,
21,Partial College,Clerical,M,S,0,2,0,0,76988,50.67,YES,,
27,Graduate Degree,Professional,F,M,1,2,1,2,138064,52.77,YES,,
31,Graduate Degree,Management,M,S,1,1,0,0,106531,63.14,NO,,
35,Bachelors,Management,F,S,1,1,0,0,110587,53.91,NO,,
23,High School,Skilled Manual,F,M,0,1,0,0,52628,48.18,NO,,
33,Partial College,Manual,F,S,0,1,0,0,32668,48.59,NO,,
46,Partial College,Clerical,F,M,1,2,0,2,87012,50.36,NO,,
24,Graduate Degree,Skilled Manual,F,S,0,1,0,0,59789,49.59,NO,,
38,Graduate Degree,Manual,M,M,1,1,0,2,26814,51.71,NO,,
28,Graduate Degree,Management,F,M,1,3,0,0,108665,50.48,NO,,
48,Partial College,Manual,F,M,1,0,1,2,30401,45.53,YES,,
22,Bachelors,Manual,F,S,0,1,0,0,36526,47.34,NO,,
24,Partial College,Manual,M,M,0,0,0,0,27879,45,NO,,
62,Graduate Degree,Professional,F,M,1,1,1,2,133619,51.56,YES,,
40,Partial College,Clerical,M,M,1,1,1,2,81891,58.72,YES,,
24,High School,Skilled Manual,M,S,0,0,0,0,59348,52.29,NO,,
31,Graduate Degree,Skilled Manual,M,M,1,1,1,1,54103,52.05,YES,,
26,Partial High School,Skilled Manual,F,S,0,1,0,0,53641,47.98,NO,,
24,Graduate Degree,Clerical,F,M,0,2,0,0,76596,50.07,YES,,
38,Graduate Degree,Professional,M,S,1,2,0,0,132042,57.64,YES,,
46,Partial College,Skilled Manual,F,M,1,2,2,2,58791,52.81,YES,,
33,Bachelors,Clerical,M,M,1,3,0,2,85017,49.97,YES,,
60,Partial College,Skilled Manual,M,S,1,0,0,1,58772,51.06,YES,,
42,High School,Skilled Manual,M,M,1,0,0,1,57113,49.65,YES,,
29,Bachelors,Skilled Manual,M,M,0,1,1,1,57377,51.3,YES,,
22,Partial College,Clerical,F,M,0,1,0,0,85797,51.05,NO,,
28,Graduate Degree,Skilled Manual,F,S,0,2,0,0,56400,47.9,YES,,
35,Partial College,Clerical,M,M,1,0,0,1,82542,50.83,YES,,
59,Graduate Degree,Manual,M,M,1,0,0,3,30217,45.22,YES,,
55,High School,Skilled Manual,F,S,1,0,0,1,61887,52.56,YES,,
50,Partial College,Skilled Manual,M,S,1,1,1,1,56990,52.55,YES,,
27,Graduate Degree,Professional,M,M,1,2,0,2,134866,51.7,YES,,
55,Bachelors,Professional,M,M,1,1,0,2,128394,52.21,NO,,
56,Bachelors,Management,F,S,1,1,0,1,109994,53.66,NO,,
34,Bachelors,Skilled Manual,F,S,0,1,0,0,56631,53.22,NO,,
26,Graduate Degree,Skilled Manual,M,S,0,2,0,0,55243,48.68,YES,,
20,Partial High School,Manual,F,M,0,1,0,0,35637,46.35,NO,,
16,Partial College,Skilled Manual,F,S,0,0,0,0,53197,48.52,NO,,
21,High School,Clerical,F,M,0,3,0,0,80302,49.93,NO,,
33,High School,Skilled Manual,M,S,0,1,0,0,55003,53.65,NO,,
64,Graduate Degree,Professional,F,M,1,3,0,3,129138,51.89,YES,,
34,Partial College,Clerical,F,M,1,1,1,2,87047,54.71,NO,,
37,Partial College,Skilled Manual,M,M,1,1,0,2,62278,52.36,NO,,
22,Partial College,Skilled Manual,F,S,0,1,0,0,60576,52.15,NO,,
33,Bachelors,Clerical,M,M,1,2,1,2,79613,55.62,YES,,
17,High School,Skilled Manual,F,M,0,1,0,0,56849,49.32,NO,,
47,Partial College,Skilled Manual,M,M,1,1,1,2,53265,53.55,YES,,
46,High School,Clerical,F,M,1,1,0,2,79435,50.19,NO,,
38,High School,Skilled Manual,F,M,1,1,2,2,56750,48.66,YES,,
28,Partial College,Management,F,M,1,3,2,2,112648,53.11,YES,,
45,Partial High School,Manual,M,S,1,1,0,0,32148,55.15,NO,,
25,Graduate Degree,Professional,F,S,1,3,0,0,136173,52.01,NO,,
46,High School,Skilled Manual,M,S,1,1,0,0,58345,57.78,NO,,
30,Bachelors,Manual,M,S,0,0,0,0,36727,47.87,YES,,
24,Bachelors,Professional,M,S,0,2,0,0,131710,54.09,YES,,
33,Bachelors,Management,F,M,1,2,0,0,103890,51.24,NO,,
33,Bachelors,Clerical,F,M,1,1,2,2,86962,53.22,YES,,
62,Partial College,Skilled Manual,M,M,1,2,1,2,55382,52.33,YES,,
43,Partial College,Clerical,M,M,1,1,1,2,78473,56.09,YES,,
17,High School,Skilled Manual,M,M,0,1,0,0,55900,48.43,NO,,
40,High School,Skilled Manual,M,M,1,1,0,1,61122,50.44,YES,,
33,Bachelors,Management,F,S,1,1,0,0,107026,53.53,NO,,
27,Bachelors,Clerical,F,M,1,1,1,1,84262,50.23,YES,,
49,Partial High School,Skilled Manual,M,M,1,1,1,2,55069,54.97,NO,,
51,Partial College,Clerical,M,M,1,0,1,2,83863,51.32,YES,,
18,Partial College,Skilled Manual,F,M,0,1,0,0,58431,47.91,YES,,
52,Bachelors,Skilled Manual,M,S,1,2,1,1,53282,48.93,YES,,
25,High School,Skilled Manual,F,S,0,0,0,0,54863,48.82,YES,,
40,High School,Clerical,F,S,1,0,0,0,83357,52.06,YES,,
43,High School,Manual,M,M,1,1,1,1,36919,50.9,YES,,
33,Bachelors,Management,M,S,1,1,0,0,105937,61.71,NO,,
58,Bachelors,Management,F,S,1,1,1,1,102215,52.09,NO,,
28,Graduate Degree,Professional,M,M,1,2,0,2,132295,51.94,YES,,
28,Graduate Degree,Manual,F,S,0,0,0,0,31816,47.65,YES,,
30,Bachelors,Skilled Manual,M,M,1,2,0,2,60529,49.25,NO,,
24,Partial High School,Skilled Manual,F,S,0,0,0,0,52128,48.22,YES,,
43,Partial College,Management,F,S,1,2,0,0,109674,54.29,NO,,
26,Partial High School,Skilled Manual,F,S,0,1,0,0,55583,48.44,NO,,
40,High School,Skilled Manual,M,M,1,2,0,2,53281,54.57,YES,,
30,Bachelors,Clerical,F,M,1,2,1,2,80085,52.35,YES,,
39,Partial College,Skilled Manual,M,S,0,1,0,0,53400,58.95,YES,,
31,Graduate Degree,Skilled Manual,F,S,0,2,0,0,61662,50.56,YES,,
40,Partial High School,Manual,F,M,1,0,1,2,26534,45.66,NO,,
41,Partial College,Management,F,S,1,2,0,0,109110,52.02,YES,,
29,Bachelors,Manual,F,M,0,1,1,1,33038,46.28,YES,,
36,High School,Clerical,F,M,1,3,0,2,76376,50.21,NO,,
40,Partial High School,Manual,F,M,1,0,0,1,34593,46.06,NO,,
34,Bachelors,Clerical,M,M,1,1,0,1,86874,59.34,YES,,
29,Bachelors,Management,M,M,1,2,0,0,107863,51.29,YES,,
33,Partial College,Clerical,M,S,0,3,0,0,83293,51.08,YES,,
44,High School,Manual,F,M,1,0,0,2,32444,45.6,NO,,
30,Bachelors,Skilled Manual,F,M,1,1,1,2,60125,51.6,YES,,
25,Graduate Degree,Manual,M,S,0,1,0,0,27551,49.44,NO,,
19,High School,Skilled Manual,M,M,0,1,0,0,59456,48.37,NO,,
58,Bachelors,Manual,M,M,1,1,0,2,30059,45.27,NO,,
49,Bachelors,Manual,F,S,1,0,0,0,29516,47.73,NO,,
23,Partial College,Clerical,F,M,0,2,0,0,82193,50.71,NO,,
34,Bachelors,Management,M,M,1,0,1,2,112486,63.67,YES,,
20,High School,Skilled Manual,M,M,0,1,0,0,51314,48.55,YES,,
37,Bachelors,Skilled Manual,F,S,0,1,0,0,59497,52.29,NO,,
40,Partial College,Manual,F,M,1,1,1,1,36078,47.95,NO,,
50,Partial College,Skilled Manual,F,M,1,1,0,3,61027,48.99,NO,,
31,Graduate Degree,Management,F,M,1,2,0,0,105711,51.58,NO,,
52,Bachelors,Manual,F,M,1,1,0,2,31390,45.82,NO,,
41,Partial College,Skilled Manual,F,M,1,0,0,2,55525,49.04,YES,,
43,Partial High School,Manual,M,S,0,1,0,0,29785,49.71,NO,,
49,Partial College,Skilled Manual,F,S,1,2,0,0,57435,51.69,NO,,
35,Bachelors,Clerical,F,M,1,1,0,1,76438,49.52,NO,,
44,Partial College,Skilled Manual,M,S,1,2,0,0,60267,57.57,YES,,
33,Partial College,Skilled Manual,M,S,0,2,0,0,61921,61.48,YES,,
26,Bachelors,Clerical,F,M,1,2,1,1,78315,50.77,YES,,
25,Bachelors,Management,F,M,1,1,1,1,105049,50.56,YES,,
25,Partial College,Management,F,S,0,1,0,0,105871,56.08,NO,,
47,Partial College,Skilled Manual,F,M,1,1,2,2,56989,49.75,YES,,
43,Partial College,Skilled Manual,F,S,1,1,0,0,58428,51.76,NO,,
44,Graduate Degree,Skilled Manual,M,M,1,0,0,2,59628,54.29,YES,,
24,Graduate Degree,Clerical,M,M,0,1,0,0,82124,50.64,NO,,
37,Partial College,Management,M,M,1,3,0,1,108723,52.25,YES,,
50,Bachelors,Management,M,S,1,1,0,1,112130,53.75,YES,,
39,Partial College,Management,M,M,1,2,0,2,108619,59.53,YES,,
38,Graduate Degree,Management,M,M,1,1,1,2,111361,57.93,YES,,
18,Partial College,Clerical,F,M,0,0,0,0,79253,50.84,NO,,
18,High School,Manual,F,S,0,0,0,0,27595,48.63,NO,,
30,Bachelors,Skilled Manual,F,M,1,2,1,1,56057,49.83,YES,,
40,Partial College,Clerical,M,M,1,0,1,2,80997,55.89,YES,,
18,Partial College,Clerical,M,M,0,2,0,0,85986,50.17,YES,,
22,Bachelors,Skilled Manual,F,M,0,1,0,0,51243,47.83,NO,,
37,Partial College,Clerical,M,M,1,1,1,1,79945,51.48,YES,,
35,Partial College,Clerical,F,M,1,2,1,2,76910,50.32,YES,,
37,Graduate Degree,Clerical,M,S,1,1,0,0,78228,52.71,YES,,
31,Bachelors,Clerical,F,M,1,1,0,2,79050,49.91,NO,,
39,High School,Manual,F,S,0,0,0,0,29092,47.47,NO,,
24,High School,Manual,F,S,0,0,0,0,36211,48.62,YES,,
26,Graduate Degree,Management,F,M,1,3,0,2,102481,51.05,YES,,
26,Partial High School,Manual,M,M,0,1,1,1,28164,45.56,NO,,
63,Graduate Degree,Management,F,M,1,2,1,2,109543,54.25,YES,,
46,High School,Skilled Manual,F,S,1,2,0,0,58106,48.88,YES,,
52,Partial College,Management,F,M,1,3,1,2,102983,52.34,YES,,
33,Bachelors,Manual,M,S,0,1,0,0,34390,50.18,NO,,
27,Graduate Degree,Management,F,S,0,3,0,0,110598,53.79,YES,,
31,Graduate Degree,Clerical,M,M,1,2,1,2,80824,56.16,YES,,
30,Bachelors,Clerical,M,S,0,0,0,0,84195,53.03,YES,,
19,Partial College,Clerical,F,M,0,1,0,0,83555,51.14,NO,,
50,Partial High School,Manual,M,M,1,1,1,2,26792,44.94,NO,,
33,Bachelors,Management,M,S,1,1,0,0,106145,56.29,YES,,
34,Partial College,Clerical,F,M,1,2,1,2,77907,53.05,YES,,
42,High School,Clerical,F,S,1,0,0,0,86696,52.92,YES,,
25,Graduate Degree,Professional,M,M,1,0,1,2,133948,54.26,YES,,
57,Bachelors,Professional,M,M,1,1,1,2,130592,54.99,YES,,
34,Bachelors,Skilled Manual,F,M,1,1,1,2,53080,51.28,NO,,
46,Partial College,Management,M,M,1,1,0,2,109235,56.22,YES,,
43,Partial High School,Manual,M,M,1,0,1,2,27185,53.79,NO,,
42,High School,Clerical,M,M,1,3,1,2,81839,52.3,YES,,
21,Bachelors,Skilled Manual,F,S,0,1,0,0,56192,51.73,NO,,
31,Bachelors,Manual,M,S,0,1,0,0,31087,52.85,NO,,
28,Bachelors,Clerical,M,M,1,3,1,1,81292,51.23,YES,,
26,Partial High School,Manual,M,S,0,0,0,0,32768,46.18,NO,,
18,Partial College,Skilled Manual,M,S,0,0,0,0,57883,52.32,YES,,
19,Partial High School,Skilled Manual,F,S,0,0,0,0,59032,51.24,YES,,
40,Partial College,Clerical,M,M,1,0,1,2,83984,50.47,YES,,
54,Bachelors,Skilled Manual,F,M,1,2,1,2,56043,51.79,YES,,
57,Bachelors,Clerical,F,M,1,3,1,2,81008,51.38,YES,,
33,Bachelors,Management,F,S,1,0,0,0,111128,55,NO,,
32,Bachelors,Management,M,M,1,2,0,2,102830,50.85,YES,,
42,High School,Skilled Manual,M,M,1,2,2,2,60809,49.6,YES,,
44,Partial High School,Skilled Manual,F,S,1,2,0,0,58230,48.85,YES,,
31,Graduate Degree,Skilled Manual,M,M,1,2,1,1,60260,54.72,YES,,
62,Graduate Degree,Clerical,F,M,1,3,1,2,78417,53.01,YES,,
35,Partial College,Clerical,M,S,1,3,0,0,81929,63.45,YES,,
23,High School,Skilled Manual,M,M,0,2,0,0,52556,48.28,NO,,
17,Partial College,Clerical,F,S,0,0,0,0,80475,52.62,YES,,
36,Bachelors,Skilled Manual,M,M,1,0,2,2,61169,57.62,YES,,
29,Bachelors,Clerical,F,S,0,3,0,0,78385,50.47,NO,,
39,Bachelors,Clerical,M,M,1,3,0,2,81890,49.54,YES,,
22,High School,Manual,M,S,0,0,0,0,27178,46.66,NO,,
33,Bachelors,Clerical,M,M,1,0,1,2,83383,58.6,YES,,
27,Partial College,Management,M,M,1,1,1,1,111174,55.27,YES,,
50,Bachelors,Professional,F,M,1,2,0,2,129046,51.69,NO,,
32,Partial College,Manual,M,M,0,0,0,2,30083,45.66,YES,,
33,Bachelors,Management,M,S,1,2,0,0,110477,55.34,YES,,
38,Graduate Degree,Professional,F,M,1,2,0,2,135024,52.49,YES,,
47,Partial High School,Skilled Manual,F,M,1,2,1,2,52616,48.51,YES,,
23,Partial College,Clerical,M,M,0,0,0,0,76977,50.58,YES,,
24,Graduate Degree,Professional,M,M,1,3,0,0,133388,52.88,YES,,
27,Graduate Degree,Professional,M,M,1,2,2,2,131913,52.96,YES,,
40,High School,Skilled Manual,F,M,1,1,1,2,59797,52.56,YES,,
25,Graduate Degree,Manual,M,M,0,0,0,1,36778,47.33,NO,,
33,Bachelors,Skilled Manual,M,S,0,0,0,0,60619,52.4,YES,,
19,Partial College,Skilled Manual,M,M,0,2,0,0,57129,48.56,YES,,
32,Bachelors,Professional,F,S,1,1,0,0,132989,55.02,NO,,
33,Partial College,Management,F,S,1,1,0,0,108886,55.8,NO,,
21,Partial College,Skilled Manual,F,S,0,1,0,0,53207,50.21,NO,,
29,Bachelors,Clerical,M,S,0,1,0,0,80965,51.43,YES,,
52,High School,Skilled Manual,M,M,1,1,0,2,55868,48.22,NO,,
18,High School,Skilled Manual,F,M,0,2,0,0,53824,48.3,NO,,
18,Partial College,Management,M,S,0,2,0,0,106914,55.39,YES,,
38,Bachelors,Management,M,M,1,3,1,2,103416,53.19,YES,,
30,Graduate Degree,Professional,F,M,1,3,1,2,136367,53.21,YES,,
20,High School,Clerical,F,S,0,2,0,0,86521,50.83,YES,,
53,Partial College,Skilled Manual,F,M,1,2,0,2,54107,48.48,NO,,
19,Partial College,Skilled Manual,M,M,0,0,0,0,51324,48.07,YES,,
68,High School,Manual,F,M,1,1,0,2,26014,45.13,NO,,
32,High School,Manual,F,S,0,1,0,0,36297,47.77,NO,,
34,Partial College,Clerical,F,S,0,1,0,0,80016,51.87,NO,,
32,Graduate Degree,Management,M,S,1,3,0,0,108891,59.95,YES,,
32,Partial High School,Manual,F,S,0,0,0,0,35560,46.09,NO,,
57,Partial College,Manual,F,M,1,0,1,2,32096,50.04,YES,,
45,High School,Skilled Manual,M,M,1,1,1,2,58257,56.21,YES,,
42,Partial High School,Skilled Manual,F,S,1,1,0,0,60542,50.32,NO,,
35,Bachelors,Professional,F,S,1,3,0,0,133211,54.45,NO,,
25,Partial High School,Skilled Manual,F,S,0,1,0,0,55620,52.48,NO,,
34,Partial College,Clerical,M,M,1,2,0,1,83024,53.68,NO,,
48,Partial College,Clerical,M,M,1,3,0,2,80538,52.84,NO,,
55,Partial College,Manual,F,M,1,1,1,2,31076,48.69,NO,,
23,Bachelors,Management,M,M,1,0,0,0,109026,50.64,YES,,
